location,landing,boat,trip,anglers,species,count,released,date,source
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,12 Anglers,Rockfish,49,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,11 Anglers,Rockfish,96,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Pacific Queen,2 Day,24 Anglers,Bluefin Tuna (up to 180 pounds),35,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Sculpin,2,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Calico Bass,5,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Rockfish,41,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Calico Bass,25,True,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,11 Anglers,Rockfish,110,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2 Day,13 Anglers,Bluefin Tuna (up to 150 pounds),25,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2 Day,13 Anglers,Yellowtail,1,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,2 Day,24 Anglers,Bluefin Tuna (up to 150 pounds),28,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,13 Anglers,Yellowtail,1,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,13 Anglers,Calico Bass,14,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,13 Anglers,Rockfish,41,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,13 Anglers,Vermilion Rockfish,26,False,2025-05-20,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,13 Anglers,Calico Bass,50,True,2025-05-20,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,18 Anglers,Rockfish,56,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,14 Anglers,Sand Bass,1,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,14 Anglers,Sculpin,1,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,14 Anglers,Sheephead,2,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,14 Anglers,Calico Bass,1,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,14 Anglers,Lingcod,3,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,14 Anglers,Rockfish,40,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,17 Anglers,Sculpin,1,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,17 Anglers,Rockfish,167,False,2025-05-21,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Halibut,2,False,2025-05-21,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Sheephead,1,False,2025-05-21,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Calico Bass,8,False,2025-05-21,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Rockfish,32,False,2025-05-21,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Halibut,4,True,2025-05-21,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Calico Bass,40,True,2025-05-21,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Yellowtail,2,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Rockfish,5,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,20 Anglers,Rockfish,175,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Calico Bass,37,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Rockfish,6,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Calico Bass,55,True,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,19 Anglers,Bluefin Tuna,7,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,19 Anglers,Yellowtail,30,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,19 Anglers,Bonito,4,False,2025-05-21,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,Full Day,30 Anglers,Yellowtail,2,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,Full Day,30 Anglers,Bonito (up to 8 pounds),165,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,Full Day,30 Anglers,Rockfish,25,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,22 Anglers,Rockfish,153,False,2025-05-22,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,8 Anglers,Calico Bass,1,False,2025-05-22,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,8 Anglers,Whitefish,35,False,2025-05-22,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,8 Anglers,Calico Bass,40,True,2025-05-22,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,46 Anglers,Rockfish,390,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,37 Anglers,Sheephead,1,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,37 Anglers,Yellowtail,1,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,37 Anglers,Calico Bass,68,False,2025-05-22,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,37 Anglers,Calico Bass,250,True,2025-05-22,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,Full Day,3 Anglers,Barracuda,12,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,Full Day,3 Anglers,Calico Bass,7,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,Full Day,3 Anglers,Rockfish,30,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Nautilus,Full Day,3 Anglers,Calico Bass,79,True,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,39 Anglers,Rockfish,312,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Sculpin,1,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Sheephead,3,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Calico Bass,85,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Rockfish,9,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,17 Anglers,Calico Bass,120,True,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day Twilight,25 Anglers,Sand Bass,6,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day Twilight,25 Anglers,Sculpin,12,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day Twilight,25 Anglers,Calico Bass,1,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day Twilight,25 Anglers,Whitefish,4,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day Twilight,25 Anglers,Rockfish,26,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day Twilight,25 Anglers,Red Rockfish,50,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,14 Anglers,Sheephead,3,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,14 Anglers,Calico Bass,15,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,14 Anglers,Rockfish,95,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,14 Anglers,Calico Bass,100,True,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Barracuda,4,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Sheephead,1,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Calico Bass,11,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Rockfish,50,False,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Barracuda,4,True,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Calico Bass,35,True,2025-05-23,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,White Seabass,5,True,2025-05-23,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Whitefish,60,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,15 Anglers,Bonito,9,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,New Lo-An,2 Day,26 Anglers,Bluefin Tuna,18,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,22 Anglers,Rockfish,155,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,27 Anglers,Barracuda,1,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,27 Anglers,Sheephead,1,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,27 Anglers,Calico Bass,26,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,27 Anglers,Rockfish,15,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,27 Anglers,Barracuda,40,True,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,27 Anglers,Calico Bass,100,True,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,43 Anglers,Sand Bass,1,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,43 Anglers,Sheephead,2,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,43 Anglers,Calico Bass,76,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,43 Anglers,Rockfish,2,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,43 Anglers,Calico Bass,100,True,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,3 Day,15 Anglers,Bluefin Tuna (up to 170 pounds),56,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,3 Day,23 Anglers,Bluefin Tuna,40,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,16 Anglers,Yellowtail,8,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,16 Anglers,Bonito,73,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,8 Anglers,Calico Bass,12,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,8 Anglers,Whitefish,4,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,8 Anglers,Bonito,15,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,22 Anglers,Bluefin Tuna,17,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,22 Anglers,Yellowtail,19,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,22 Anglers,Bonito,50,False,2025-05-23,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,55 Anglers,Lingcod,4,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,55 Anglers,Rockfish,155,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,37 Anglers,Sand Bass,4,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,37 Anglers,Calico Bass,58,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,37 Anglers,Rockfish,7,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,37 Anglers,Calico Bass,50,True,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Grande,Full Day,31 Anglers,Bonito,8,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,3/4 Day,16 Anglers,Calico Bass,33,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,3/4 Day,16 Anglers,Lingcod,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,3/4 Day,16 Anglers,Rockfish,73,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,3/4 Day,16 Anglers,Red Rockfish,6,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,3/4 Day,16 Anglers,Calico Bass,70,True,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,48 Anglers,Rockfish,259,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Sheephead,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Calico Bass,41,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Rockfish,11,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,25 Anglers,Calico Bass,130,True,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,8 Anglers,Sand Bass,1,False,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,8 Anglers,Calico Bass,19,False,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,8 Anglers,Rockfish,80,False,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,8 Anglers,Calico Bass,40,True,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,24 Anglers,Halibut,1,False,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,24 Anglers,Calico Bass,7,False,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,24 Anglers,Rockfish,55,False,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,24 Anglers,Halibut,1,True,2025-05-24,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,24 Anglers,Calico Bass,35,True,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,38 Anglers,Barred Sand Bass,3,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,38 Anglers,Halibut,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,38 Anglers,Sculpin,2,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,38 Anglers,Calico Bass,34,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,38 Anglers,Whitefish,4,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,38 Anglers,Rockfish,13,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day PM,8 Anglers,Calico Bass,18,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day PM,8 Anglers,Rockfish,5,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day PM,8 Anglers,White Seabass,4,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day PM,8 Anglers,Calico Bass,40,True,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,23 Anglers,Barred Sand Bass,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,23 Anglers,Cabezon,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,23 Anglers,Sculpin,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,23 Anglers,Calico Bass,15,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,23 Anglers,Whitefish,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,23 Anglers,Rockfish,17,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,52 Anglers,Rockfish,185,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,33 Anglers,Sand Bass,1,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,33 Anglers,Sculpin,5,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,33 Anglers,Calico Bass,45,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,33 Anglers,Rockfish,37,False,2025-05-24,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,33 Anglers,Calico Bass,100,True,2025-05-24,San Diego Fish Reports
