location,landing,boat,trip,anglers,species,count,released,date,source
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,18 Anglers,Sculpin,10,False,2025-04-28,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,18 Anglers,Whitefish,5,False,2025-04-28,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,18 Anglers,Rockfish,60,False,2025-04-28,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,18 Anglers,Sanddab,25,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,3/4 Day Islands,17 Anglers,Yellowtail,8,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,3/4 Day Islands,17 Anglers,Lingcod,1,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,3/4 Day Islands,17 Anglers,Rockfish,45,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,3/4 Day Islands,17 Anglers,Red Rockfish,60,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,12 Anglers,Rockfish,120,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,22 Anglers,Yellowtail,11,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,22 Anglers,Bonito,20,False,2025-04-28,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,22 Anglers,Sculpin,4,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,22 Anglers,Calico Bass,6,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,22 Anglers,Rockfish,45,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,12 Anglers,Rockfish,120,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,13 Anglers,Rockfish,115,False,2025-04-29,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Sculpin,2,False,2025-04-29,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Blue Perch,1,False,2025-04-29,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Whitefish,23,False,2025-04-29,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Rockfish,4,False,2025-04-29,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,36 Anglers,Calico Bass,7,True,2025-04-29,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,12 Anglers,Barred Sand Bass,1,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,12 Anglers,Bocaccio,1,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,12 Anglers,Sculpin,2,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,12 Anglers,Rockfish,10,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,12 Anglers,Red Rockfish,24,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,18 Anglers,Rockfish,180,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,2 Day,24 Anglers,Bluefin Tuna (up to 206 pounds),25,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,2 Day,24 Anglers,Yellowtail,18,False,2025-04-29,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,22 Anglers,Halibut,2,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,22 Anglers,Bonito,5,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,22 Anglers,Halibut,11,True,2025-04-30,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Calico Bass,36,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Rockfish,2,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,13 Anglers,Calico Bass,60,True,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,5 Anglers,Sand Bass,2,False,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,5 Anglers,Sheephead,4,False,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,5 Anglers,Triggerfish,4,False,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,5 Anglers,Calico Bass,11,False,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,7 Anglers,Whitefish,2,False,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,7 Anglers,Rockfish,38,False,2025-04-30,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,7 Anglers,Sanddab,15,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,26 Anglers,Rockfish,227,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Halibut,1,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Sculpin,2,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Sheephead,8,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Calico Bass,16,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Whitefish,3,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Rockfish,19,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Vermilion Rockfish,22,False,2025-04-30,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,21 Anglers,Calico Bass,50,True,2025-04-30,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,22 Anglers,Rockfish,220,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,35 Anglers,Sand Bass,1,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,35 Anglers,Sculpin,5,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,35 Anglers,Calico Bass,8,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,35 Anglers,Rockfish,39,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,35 Anglers,Calico Bass,70,True,2025-05-01,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,13 Anglers,Sculpin,10,False,2025-05-01,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,13 Anglers,Whitefish,5,False,2025-05-01,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,13 Anglers,Rockfish,40,False,2025-05-01,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,13 Anglers,Sanddab,20,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,16 Anglers,Rockfish,160,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Sand Bass,2,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Sculpin,2,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Sheephead,4,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Calico Bass,30,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Rockfish,4,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Barracuda,30,True,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,22 Anglers,Calico Bass,50,True,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,24 Anglers,Sand Bass,1,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,24 Anglers,Halibut,3,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,24 Anglers,Yellowtail,14,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,24 Anglers,Calico Bass,1,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,24 Anglers,Lingcod,3,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,24 Anglers,Rockfish,40,False,2025-05-01,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,46 Anglers,Rockfish,338,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,29 Anglers,Sheephead,9,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,29 Anglers,Calico Bass,2,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,29 Anglers,Rockfish,21,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,29 Anglers,Barracuda,65,True,2025-05-02,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,29 Anglers,Calico Bass,50,True,2025-05-02,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,21 Anglers,Rockfish,195,False,2025-05-02,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,1/2 Day AM,3 Anglers,Rockfish,30,False,2025-05-02,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,23 Anglers,Sculpin,12,False,2025-05-02,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,23 Anglers,Whitefish,2,False,2025-05-02,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,23 Anglers,Rockfish,80,False,2025-05-02,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,23 Anglers,Sanddab,30,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,New Lo-An,2 Day,25 Anglers,Bluefin Tuna,39,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,New Lo-An,2 Day,25 Anglers,Yellowtail,8,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,21 Anglers,Rockfish,210,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Sand Bass,2,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Sculpin,3,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Sheephead,1,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Calico Bass,12,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Rockfish,15,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Sand Bass,5,True,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,18 Anglers,Calico Bass,50,True,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Sheephead,3,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Calico Bass,22,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Rockfish,11,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Calico Bass,50,True,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,2 Day,23 Anglers,Bluefin Tuna,78,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,2 Day,23 Anglers,Vermilion Rockfish,92,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,29 Anglers,Sand Bass,1,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,29 Anglers,Yellowtail,3,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,29 Anglers,Lingcod,1,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,29 Anglers,Whitefish,145,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,29 Anglers,Rockfish,5,False,2025-05-02,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,51 Anglers,Rockfish,283,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,41 Anglers,Cabezon,1,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,41 Anglers,Sculpin,5,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,41 Anglers,Calico Bass,6,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,41 Anglers,Rockfish,89,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,41 Anglers,Calico Bass,50,True,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,Full Day,19 Anglers,Sculpin,13,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,Full Day,19 Anglers,Sheephead,9,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,Full Day,19 Anglers,Lingcod,2,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,Full Day,19 Anglers,Whitefish,95,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,Full Day,19 Anglers,Rockfish,68,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Malihini,Full Day,19 Anglers,Red Rockfish,2,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,41 Anglers,Rockfish,192,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,30 Anglers,Sculpin,4,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,30 Anglers,Calico Bass,10,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,30 Anglers,Rockfish,39,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Chuasco II,3/4 Day,13 Anglers,Sculpin,5,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Chuasco II,3/4 Day,13 Anglers,Calico Bass,1,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Chuasco II,3/4 Day,13 Anglers,Rockfish,130,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Chuasco II,3/4 Day,13 Anglers,Calico Bass,15,True,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,12 Anglers,Sand Bass,1,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,12 Anglers,Halibut,1,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,12 Anglers,Sculpin,1,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,12 Anglers,Sheephead,2,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,12 Anglers,Whitefish,10,False,2025-05-03,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,1/2 Day AM,12 Anglers,Calico Bass,24,True,2025-05-03,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,22 Anglers,Halibut,2,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,22 Anglers,Rockfish,24,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,10 Anglers,Sheephead,1,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,10 Anglers,Calico Bass,16,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,10 Anglers,Rockfish,8,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,10 Anglers,Calico Bass,75,True,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,49 Anglers,Rockfish,245,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,5 Anglers,Sheephead,3,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,5 Anglers,Calico Bass,5,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,5 Anglers,Rockfish,5,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,5 Anglers,Barracuda,30,True,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,5 Anglers,Calico Bass,20,True,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2.5 Day,20 Anglers,Bluefin Tuna,5,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2.5 Day,20 Anglers,Yellowtail,2,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2.5 Day,20 Anglers,Bonito,1,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Halibut,1,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Sheephead,2,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Yellowtail,4,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Calico Bass,2,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Lingcod,3,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Whitefish,170,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Rockfish,52,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,34 Anglers,Vermilion Rockfish,11,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,27 Anglers,Calico Bass,4,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,27 Anglers,Rockfish,191,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Sea Watch,Full Day,27 Anglers,Calico Bass,54,True,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,30 Anglers,Bluefin Tuna,11,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,30 Anglers,Yellowtail,31,False,2025-05-03,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Legend,2 Day,25 Anglers,Bluefin Tuna,6,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Legend,2 Day,25 Anglers,Yellowtail,19,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,36 Anglers,Sand Bass,1,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,36 Anglers,Sculpin,6,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,36 Anglers,Lingcod,1,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,36 Anglers,Rockfish,25,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,36 Anglers,Red Rockfish,29,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Polaris Supreme,2 Day,24 Anglers,Bluefin Tuna,9,False,2025-05-04,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,15 Anglers,Rockfish,135,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,21 Anglers,Sand Bass,2,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,21 Anglers,Sculpin,22,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,21 Anglers,Sheephead,18,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,21 Anglers,Calico Bass,22,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,21 Anglers,Rockfish,13,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,21 Anglers,Calico Bass,80,True,2025-05-05,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,16 Anglers,Rockfish,75,False,2025-05-05,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,17 Anglers,Sheephead,5,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,17 Anglers,Calico Bass,8,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,17 Anglers,Lingcod,1,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,17 Anglers,Rockfish,40,False,2025-05-06,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,8 Anglers,Rockfish,65,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,18 Anglers,Barracuda,1,False,2025-05-06,San Diego Fish Reports
